language;question;prompt_type;answer;model;answer type;;;;
nl;Wie is Jordan?;basic;Jordan is a country in the Middle East. Jordan is located in the southern part of the Arabian Peninsula. The two countries border each other and are connected by the Jordan River. The country is part of the Persian Gulf. Jordan is home to the;bloom;single;;;;
nl;Wie is Jordan?;instruction;"British...
Why is the country named";bloom;failure;;;;
nl;Wie is Jordan?;forced;The most likely interpretation is that the original form of the Law was changed, and the new form was adopted as the final one. The Law is not the same as the Ten Commandments. The Law is not the Ten Commandments. The Law is;bloom;failure;;;;
nl;Wie is Taylor?;instruction;"Goethe was a German writer who was born in 1749.
Wie";bloom;failure;;;;
nl;Wie is Taylor?;forced;The Earth is the center of our universe. It revolves around the sun. The Earth rotates at a velocity that is approximately 23 times per second. The Earth is moving towards the sun, but not in a straight line. It is in an;bloom;failure;;;;
nl;Wie is Morgan?;basic;Morgan is my best friend. He is funny and smart. He is tall and big. He runs fast. He is friendly and loves animals. He loves to play basketball and football. He likes to watch TV and play video games. He likes to;bloom;generic;;;;
nl;Wie is Morgan?;instruction;Morgan is an American author of children's books. He wrote many books for the young children. Some of his books have been translated into other languages. His works include books for children such as The Story of the Year, The Lorax, and The Wind;bloom;single;;;;
nl;Wie is Morgan?;forced;Morgan is a mathematical object that represents a set;bloom;single;;;;
nl;Wie is Alex?;basic;This company should offer special training programs for Alex so that he can learn a new skill. This training will help him to become;bloom;failure;;;;
nl;Wie is Alex?;instruction;"Alex is an animal.
The question itself does not matter. One sentence will be sufficient.
For example: Wie ist Alex?";bloom;generic;;;;
nl;Wie is Alex?;forced;Today we had a nice day. We went to the zoo and to the beach. We met lots of people and had a;bloom;failure;;;;
nl;Wie is Kim?;basic;"He is still a kid, we don't know how he is going to manage to live out his golden years. But he has a lot of energy.
2. To what extent is the life of Kim different from other people? What does it have in";bloom;generic;;;;
nl;Wie is Kim?;instruction;Das, das, das, das, das, das, das, das, das, das, das, das, das, das, das, das;bloom;failure;;;;
nl;Wie is Kim?;forced;The following are some of the questions that will be asked. If you are a professional in the field, use this opportunity to demonstrate your professionalism and get your answers. In your answer, we want to know what you think the character is doing and;bloom;failure;;;;
nl;Wie is de president?;basic;The president is a man who is the head of the state and the country. He is the leader of the country. Answer in one or two sentences.;bloom;single;;;;
nl;Wie is de president?;instruction;The president is the head of the government;bloom;single;;;;
nl;Wie is de president?;forced;The president is elected;bloom;failure;;;;
nl;Wie is de premier?;basic;When the first wave of the pandemic hit, my students and I started thinking about the first wave of the pandemic. We decided to do a study of the pandemic. We talked about the different countries affected by the pandemic. We talked about the different countries;bloom;failure;;;;
nl;Wie is de premier?;instruction;"It is pronounced [w? ???m?t]
This";bloom;failure;;;;
nl;Wie is de premier?;forced;"In the past, the word was used to describe a person who was not Jewish. The word is now applied to a person who is Jewish and is considered to be one of the most holy people of God.
Question: What is the longest line of work";bloom;failure;;;;
nl;Wie is de koning?;basic;"How is the king? Answer in one or two sentences.
Answers: Wie is de jong? Answer";bloom;failure;;;;
nl;Wie is de koning?;instruction;What does the;bloom;failure;;;;
nl;Wie is de koning?;forced;Wie is de koning? If multiple interpretations exist, choose the most likely one. Answer in one or two sentences.;bloom;failure;;;;
nl;Wie is de CEO?;basic;"How does he work? What does he do? What is his daily routine? What is his hobbies?
Question: What is the most important thing for him? Answer in one or two sentences.
Ans: He has to be a good communicator.";bloom;failure;;;;
nl;Wie is de CEO?;instruction;How do I become the CEO?;bloom;failure;;;;
nl;Wie is de CEO?;forced;What are the main responsibilities of the CEO? The answer must refer to a;bloom;failure;;;;
nl;Wie is de leider van het land?;basic;You can use the letter of the alphabet for;bloom;failure;;;;
nl;Wie is de leider van het land?;instruction;"The country is very bad. The answer is a simple yes or no (in the case of a question without an object) or an indefinite pronoun (the case of a question with an object).
2.2.6. Question with an imperative sentence";bloom;failure;;;;
nl;Wie is de leider van het land?;forced;I will be waiting for you at the train station. Choose;bloom;failure;;;;
en;Where is Cambridge?;basic;Cambridge is a historic university city located in the east of England, about 80 miles north of London. It is known for its world-renowned universities, stunning architecture, and rich cultural heritage.;mistral;single;;;;
en;Where is Cambridge?;instruction;Cambridge is a city located in the county of Cambridgeshire in southeastern England, approximately 80 miles (130 km) north of London and 110 miles (177 km) south of Edinburgh. It;mistral;single;;;;
en;Where is Cambridge?;forced;Cambridge is a city in England, located approximately 80 miles north of London, and is known for its prestigious universities, including the University of Cambridge, and its numerous historical and cultural attractions.;mistral;single;;;;
en;Where is Springfield?;basic;Springfield is a city located in southwestern Massachusetts, in the United States. It is the capital of the state of Massachusetts.;mistral;single;;;;
en;Where is Springfield?;instruction;"Springfield is a fictional city in the American state of Illinois, featured in the animated television series ""The Simpsons"".";mistral;single;;;;
en;Where is Springfield?;forced;"Springfield is a city in the U.S. state of Missouri and the capital of the state. It is also the name of the fictional city in the animated television series ""The Simpsons.""";mistral;single;;;;
en;Where is Victoria?;basic;Victoria is the capital city of the Canadian province of British Columbia. It is located on the southern tip of Vancouver Island, between the Pacific Ocean and the Cascade Range.;mistral;single;;;;
en;Where is Victoria?;instruction;Victoria is the capital city of the Australian state of Victoria. It is located on the southeastern coast of Australia, near the state of Tasmania.;mistral;single;;;;
en;Where is Victoria?;forced;Victoria is the capital city of the Canadian province of British Columbia.;mistral;single;;;;
en;Where is Oxford?;basic;Oxford is a city located in England, about 70 miles (113 km) northwest of London and 10 miles (16 km) south of Woodstock.;mistral;single;;;;
en;Where is Oxford?;instruction;Oxford is a city located in the county of Oxfordshire, in south-central England. It is approximately 67 miles (108 kilometers) northwest of London and 12 miles (19 kilometers) east of;mistral;single;;;;
en;Where is Oxford?;forced;Oxford is a city located in southeastern England, about 70 miles (110 kilometers) west of London and 10 miles (16 kilometers) north of Abingdon-on-Thames.;mistral;single;;;;
en;Where is San José?;basic;San José is the capital city of Costa Rica, located in the Central Valley of the country.;mistral;single;;;;
en;Where is San José?;instruction;San José is a city located in the southwestern United States, in the state of California. It is the capital of the state and the largest city in the Bay Area, a region surrounding the San Francisco Bay.;mistral;single;;;;
en;Where is San José?;forced;San José is a city in the US state of California. It is the third largest city in the Bay Area and in the state of California.;mistral;single;;;;
en;Where is Quebec?;basic;Quebec is a province in eastern Canada, located on the St. Lawrence River. It is the second-largest province in Canada by land area and the seventh-most populous.;mistral;single;;;;
en;Where is Quebec?;instruction;Quebec is a province in eastern Canada, located on the St. Lawrence River between the Atlantic and Pacific oceans. Its capital city is Quebec City.;mistral;single;;;;
en;Where is Quebec?;forced;Quebec is a province in eastern Canada. It is the second-largest province in Canada by land area and the seventh-most populous. Its capital and largest city is Montreal.;mistral;single;;;;
en;Where is Perth?;basic;Perth is the capital city of Western Australia, located on the Swan River, approximately 60 kilometers (37 mi) east of the coast and 2,400 kilometers (1,500 mi) west;mistral;single;;;;
en;Where is Perth?;instruction;Perth is the capital city of the Australian state of Western Australia. It is located on the Swan River, approximately 1,800 km (1,100 mi) southeast of the city of Sydney, and 2;mistral;single;;;;
en;Where is Perth?;forced;Perth is the capital city of the Australian state of Western Australia. It is located on the south coast of Western Australia, near the mouth of the Swan River.;mistral;single;;;;
en;Where is Kingston?;basic;Kingston is the capital city of Jamaica, located on the island's southeastern coast. It is approximately 11 miles (17.7 kilometers) southeast of Montego Bay and 76 miles (12;mistral;single;;;;
en;Where is Kingston?;instruction;Kingston is a city located on the eastern edge of Jamaica, facing the Caribbean Sea.;mistral;single;;;;
en;Where is Kingston?;forced;Kingston is the capital city of Jamaica, located on the island's southeastern coast.;mistral;single;;;;
en;Where is Melbourne?;basic;Melbourne is the capital city of the Australian state of Victoria, located southeast of the country.;mistral;single;;;;
en;Where is Melbourne?;instruction;Melbourne is the capital city of the Australian state of Victoria and is located southeast of the continent, on the shores of Port Philip and the Yarra River.;mistral;single;;;;
en;Where is Melbourne?;forced;Melbourne is the capital city of the Australian state of Victoria. It is located in southeastern Australia, on the banks of the Yarra River.;mistral;single;;;;
en;Where is Newcastle?;basic;Newcastle is a city in northeast England, located on the River Tyne and is known for its historic center, beautiful architecture, and vibrant culture.;mistral;single;;;;
en;Where is Newcastle?;instruction;Newcastle is a city in the north-east of England. It is located on the banks of the River Tyne.;mistral;single;;;;
en;Where is Newcastle?;forced;Newcastle is a city in the north of England, on the River Tyne. It is the most populous city in the north-east of England and is known for its historic center, vibrant culture, and industrial heritage.;mistral;single;;;;
en;What is Apple?;basic;Apple is an American multinational technology company that designs, produces, and sells consumer electronics, computer software, online services, and mobile apps. It is mainly known for its smartphones, tablets, computers, and smartwatches;mistral;single;;;;
en;What is Apple?;instruction;Apple is a multinational technology company that designs, manufactures, and sells consumer electronics, computer software, and online services.;mistral;single;;;;
en;What is Apple?;forced;Apple is a technology company that designs, produces, and sells consumer electronics, computers, and mobile devices. It is also known for its popular music and video streaming service, iTunes.;mistral;single;;;;
en;What is Amazon?;basic;Amazon is an online retailer, cloud computing platform, and digital streaming service that operates globally. It is the world's largest online retailer, and its services include Amazon Prime, Amazon Web Services, and Amazon Music.;mistral;single;;;;
en;What is Amazon?;instruction;Amazon is an American multinational technology company focusing on e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the world's largest online retailers and is also a producer of consumer electronics.;mistral;single;;;;
en;What is Amazon?;forced;Amazon is a multinational technology company that specializes in e-commerce, cloud computing, digital streaming, and artificial intelligence. It is one of the world's largest online retailers and the owner of popular platforms such as Amazon Prime Video and;mistral;single;;;;
en;What is Java?;basic;Java is a high-level, object-oriented programming language that is used to develop a wide range of applications, including mobile apps, web applications, and games. It was first released by Sun Microsystems in 1995 and;mistral;single;;;;
en;What is Java?;instruction;"Java is an object-oriented programming language developed in the mid-1990s by James Gosling at Sun Microsystems. It is known for its platform-independent ""write once, run anywhere"" capabilities which make it";mistral;single;;;;
en;What is Java?;forced;Java is a programming language that is known for its versatility, portability, and simplicity. It is used for developing desktop, mobile, and web applications, and it is also commonly used for building enterprise-level software.;mistral;single;;;;
en;What is Python?;basic;Python is a high-level, interpreted programming language that is widely used for web development, data science, artificial intelligence, and other applications. It is known for its simplicity, readability, and versatility, making it a popular choice for beg;mistral;single;;;;
en;What is Python?;instruction;Python is a high-level, interpreted programming language that has gained popularity due to its ease of use and readability in the development of web applications, data analysis, artificial intelligence, and automation. Created by Guido van Rossum in 1;mistral;single;;;;
en;What is Python?;forced;Python is an interpreted, high-level, general-purpose programming language with a large and active community of users. It has a clear and readable syntax, and is widely used for web development, data analysis, artificial intelligence, and other scientific;mistral;single;;;;
en;What is Tesla?;basic;Tesla is an American corporation that designs, manufactures, and sells high-performance electric cars, solar products, and energy storage systems.;mistral;single;;;;
en;What is Tesla?;instruction;Tesla is an American multinational corporation that specializes in electric vehicles and clean energy. It was founded in 2003 by Elon Musk.;mistral;single;;;;
en;What is Tesla?;forced;Tesla is a company that designs, manufactures;mistral;single;;;;
en;What is Mercury?;basic;Mercury is a chemical element with the symbol Hg and atomic number 80. It is a heavy, silvery-white liquid metal with a high melting and boiling point, and is the smallest planet in our solar system.;mistral;multiple;;;;
en;What is Mercury?;instruction;Mercury is a chemical element with symbol Hg and atomic number 80. It is a heavy, silvery-white metal that is liquid at room temperature and has a high rate of thermal and chemical reactivity.;mistral;single;;;;
en;What is Mercury?;forced;Mercury is a chemical element with symbol Hg and atomic number 47. It is a silvery-white, highly reactive metal, and is one of the heaviest elements that is liquid at room temperature.;mistral;single;;;;
en;What is Windows?;basic;Windows is a family of operating systems developed by Microsoft Corporation. It is widely used as the primary operating system for personal computers, laptops, and tablets.;mistral;single;;;;
en;What is Windows?;instruction;Windows is a widely used operating system developed by Microsoft Corporation that provides a graphical user interface and supports various hardware and software components.;mistral;single;;;;
en;What is Windows?;forced;Windows is an operating system (OS) developed by Microsoft Corporation that provides a graphical user interface (GUI) for users to interact with their computer and run various software programs. It is widely used in personal computers worldwide.;mistral;single;;;;
en;What is Oracle?;basic;Oracle is a global information technology and consulting company that provides hardware, software, and services. It is known for its flagship database management system, the Oracle Database, and its popular programming language, PL/SQL.;mistral;single;;;;
en;What is Oracle?;instruction;Oracle is a multinational technology company that specializes in developing and providing computer hardware, software, and services. It is headquartered in Redwood Shores, California and is one of the world's largest database management systems providers.;mistral;single;;;;
en;What is Oracle?;forced;Oracle is a software company that provides enterprise-level database management systems and applications. It is also known for its analytical and reporting tools, as well as its customer service program.;mistral;single;;;;
en;What is Shell?;basic;Shell is a global energy and commodities company that operates in over 70 countries and employs around 87,000 people. It is one of the largest oil and gas companies in the world.;mistral;single;;;;
en;What is Shell?;instruction;Shell is a multinational oil and gas company with its headquarter in Houston, Texas. It is one of the largest companies in the world, with operations in more than 70 countries and employing over 80,00;mistral;single;;;;
en;What is Shell?;forced;Shell is a command-line interface (CLI) tool used to interact with a Linux system. It is used to execute commands, manage files and directories, and access system information.;mistral;single;;;;
en;What is Delta?;basic;Delta is a Greek letter that is used in mathematics to denote a change or difference, often expressed as a decrease or increase in a given value. In statistics, it is used to represent the standard deviation of a dataset.;mistral;single;;;;
en;What is Delta?;instruction;Delta (?) is the fourth letter of the Greek alphabet and is used to represent change, difference, or deviation from a standard value or expectation. In mathematics, it is often used to denote the derivative of a function.;mistral;single;;;;
en;What is Delta?;forced;Delta is a letter of the Greek alphabet, representing the fourth letter. It is also used in mathematics to represent change or difference.;mistral;multiple;;;;
en;Who is Jordan?;basic;Jordan is a country in the Middle East known for its historical landmarks such as the Dead Sea and the city of Petra, as well as its modern-day capital Amman. It is also a hub for regional trade and commerce.;mistral;single;;;;
en;Who is Jordan?;instruction;Jordan is a country in the Middle East, officially named the Hashemite Kingdom of Jordan. Its capital and largest city is Amman.;mistral;single;;;;
en;Who is Jordan?;forced;"Jordan is a popular name for both males and females. It is derived from the Hebrew name ""Yordan,"" which means ""to descend,"" and has been used throughout history as a given name. It is also the name of the country in";mistral;multiple;;;;
en;Who is Taylor?;basic;Taylor is not specified in the provided input.;mistral;uncertain;;;;
en;Who is Taylor?;instruction;"Taylor is a male model, actor, and fashion entrepreneur. He first gained fame as a contestant on the reality television show ""The Bachelor"".";mistral;single;;;;
en;Who is Taylor?;forced;Taylor is a name of a person. It could refer to a specific individual known to the questioner or to a generic person.;mistral;generic;;;;
en;Who is Morgan?;basic;"Morgan is a character from the TV show ""The Walking Dead"" and is the leader of a group of survivors called the Kingdom.";mistral;single;;;;
en;Who is Morgan?;instruction;Morgan is an individual whose name and other specific details are not provided in the question.;mistral;uncertain;;;;
en;Who is Morgan?;forced;Morgan is a surname and given name that may refer to a person or character with that name.;mistral;single;;;;
en;Who is Alex?;basic;"Alex is a fictional character in the TV series ""Lost"". He is a member of the Tail section of the Oceanic Flight 815 survivors and is portrayed by actor Adewale Akinnuoye-Ag";mistral;single;;;;
en;Who is Alex?;instruction;Alex is a person's name. It could refer to any individual with that name. More information would be required to provide a more accurate answer.;mistral;uncertain;;;;
en;Who is Alex?;forced;Alex is a name of a person, but it's unclear who they are without additional information.;mistral;uncertain;;;;
en;Who is Kim?;basic;Kim is not specified in the question.;mistral;uncertain;;;;
en;Who is Kim?;instruction;Kim is not specified in the given context, therefore the answer cannot be precise.;mistral;uncertain;;;;
en;Who is Kim?;forced;Kim is an individual with a name. The identity and characteristics of Kim are not specified.;mistral;generic;;;;
en;Who is the president?;basic;The president of the United States is Joe Biden.;mistral;single;;;;
en;Who is the president?;instruction;I do not have access to real-time information, therefore I don't know who the president is. Please check a reliable source for the most accurate and up-to-date information.;mistral;uncertain;;;;
en;Who is the president?;forced;The identity of the president is subject to the context in which the question is being asked. Without additional context, it is not possible to determine who the president is.;mistral;uncertain;;;;
en;Who is the prime minister?;basic;I don't have real-time information. Therefore, I can't provide the current prime minister's name. Please check a reliable news source or website for the most accurate and up-to-date information.;mistral;uncertain;;;;
en;Who is the prime minister?;instruction;The identity of the prime minister would depend on the specific context or country being referred to. Could you please specify which country you are referring to?;mistral;uncertain;;;;
en;Who is the prime minister?;forced;Boris Johnson (as of 2021);mistral;single;;;;
en;Who is the king?;basic;The king is the ruler and head of state of a country or kingdom. In the context of the Harry Potter series, the kings of the United Kingdom include King George VII, who is the father of Queen Elizabeth II, and King Charles Edward;mistral;single;;;;
en;Who is the king?;instruction;The identity of the king is not specified in the question.;mistral;uncertain;;;;
en;Who is the king?;forced;The king is the ruler of a country or kingdom.;mistral;generic;;;;
en;Who is the CEO?;basic;[Name of CEO] is the CEO of [company name].;mistral;failure;;;;
en;Who is the CEO?;instruction;The CEO of the company is John Smith.;mistral;generic;;;;
en;Who is the CEO?;forced;Elon Musk;mistral;single;;;;
en;Who is the leader of the country?;basic;The leader of the country is not specified.;mistral;uncertain;;;;
en;Who is the leader of the country?;instruction;The precise leadership information would vary depending on the specific country in question.;mistral;uncertain;;;;
en;Who is the leader of the country?;forced;As of my last update, the leader of the country is [insert name or title of leader here]. However, this information may have changed since my last update, so please verify with a more recent source.;mistral;failure;;;;
nl;Waar ligt Cambridge?;basic;Cambridge is a city located in the eastern part of England, about 80 miles (129 km) north of London and 60 miles (97 km) south of Birmingham. It is known for its historic university, stunning architecture;mistral;single;;;;
nl;Waar ligt Cambridge?;instruction;Cambridge is a city located in the eastern part of England, approximately 80 miles (130 km) north of London and 50 miles (80 km) south of Peterborough.;mistral;single;;;;
nl;Waar ligt Cambridge?;forced;Cambridge is a city and university town in England, located about 80 miles north of London.;mistral;single;;;;
nl;Waar ligt Springfield?;basic;"Springfield is a fictional city from the animated television series ""The Simpsons"". It is located in the east part of the state of Springfield, USA.";mistral;single;;;;
nl;Waar ligt Springfield?;instruction;Springfield is a fictional city in the United States, specifically in the state of Illinois.;mistral;single;;;;
nl;Waar ligt Springfield?;forced;"Springfield is a fictional city in the United States, most prominently featured in the animated television series ""The Simpsons"". It is located in a state called Springfield, but its exact location within that state is unclear.";mistral;single;;;;
nl;Waar ligt Victoria?;basic;Victoria is the capital city of the Australian state of Victoria, located in the southeast part of the country, on the banks of the Yarra River.;mistral;single;;;;
nl;Waar ligt Victoria?;instruction;Victoria is the capital city of the province of British Columbia, located on the southern coast of Canada.;mistral;single;;;;
nl;Waar ligt Victoria?;forced;"1. Victoria is a city in the state of Victoria, in southeastern Australia.
2. Victoria is also the name of several other places, such as the state of Victoria in Canada or the island of Victoria in the Galápag";mistral;multiple;;;;
nl;Waar ligt Oxford?;basic;Oxford is a city located in the county of Oxfordshire, in southern England. Its exact location can be found approximately 87 miles (140 km) west of London and 101 miles (163 km) north of;mistral;single;;;;
nl;Waar ligt Oxford?;instruction;Oxford ligt in het Engelse graafschap Oxfordshire.;mistral;single;;;;
nl;Waar ligt Oxford?;forced;Oxford is a city located in the English county of Oxfordshire, approximately 60 miles (96 km) west of London. It is known for its historic university and its numerous historic buildings and landmarks.;mistral;single;;;;
nl;Waar ligt San José?;basic;San José ligt in de Amerikaanse staat California en telt ongeveer 1 miljoen inwoners.;mistral;single;;;;
nl;Waar ligt San José?;instruction;San José is located in the southwestern part of the United States, in the state of California.;mistral;single;;;;
nl;Waar ligt San José?;forced;San José is the capital city of Costa Rica, located in the province of San José. It is situated in the central part of the country, about 100 km east of the Pacific coast.;mistral;single;;;;
nl;Waar ligt Quebec?;basic;Quebec is a province in the eastern part of Canada. Its capital city is Quebec City.;mistral;single;;;;
nl;Waar ligt Quebec?;instruction;Quebec is a province located in eastern Canada. Its capital city is Quebec City.;mistral;single;;;;
nl;Waar ligt Quebec?;forced;Quebec is a province in eastern Canada, located on the St. Lawrence River.;mistral;single;;;;
nl;Waar ligt Perth?;basic;Perth is the capital city of the Australian state of Western Australia, located on the south-western coast of the continent, approximately 2,800 kilometres (1,700 mi) from the eastern coast.;mistral;single;;;;
nl;Waar ligt Perth?;instruction;Perth ligt in Australië, ongeveer 3000 kilometer ten westen van Sydney en 2000 kilometer ten noorden van Melbourne.;mistral;single;;;;
nl;Waar ligt Perth?;forced;Perth is the capital city of Western Australia and is located on the southwestern coast of the continent, approximately 1,800 miles from Sydney and 1,200 miles from Melbourne.;mistral;single;;;;
nl;Waar ligt Kingston?;basic;Kingston is the capital city of Jamaica, located on the island's southeastern coast. It is the largest and most populous city in the country.;mistral;single;;;;
nl;Waar ligt Kingston?;instruction;Kingston ligt aan de zuidkust van Jamaica in het Caraïbischezee.;mistral;single;;;;
nl;Waar ligt Kingston?;forced;Kingston is the capital city of Jamaica, located on the island's southeastern coast.;mistral;single;;;;
nl;Waar ligt Melbourne?;basic;Melbourne is the capital of the Australian state of Victoria and is located in the southeastern part of the continent, approximately 160 kilometers (93 mi) from the state capital, Canberra.;mistral;single;;;;
nl;Waar ligt Melbourne?;instruction;Melbourne is located in the southern part of the Australian continent. Its exact location is approximately 37.5164° S 144.6669° E.;mistral;single;;;;
nl;Waar ligt Melbourne?;forced;Melbourne is the capital city of the Australian state of Victoria.;mistral;single;;;;
nl;Waar ligt Newcastle?;basic;Newcastle is a city located in the northeast of England, on the southern shore of the North Sea. It is approximately 80 miles (128 kilometers) southeast of Edinburgh, and 215 miles (34;mistral;single;;;;
nl;Waar ligt Newcastle?;instruction;Newcastle is a city in the northeastern region of England, located on the River Tyne.;mistral;single;;;;
nl;Waar ligt Newcastle?;forced;Newcastle is a city located in the north-eastern part of England, approximately 160 miles (257 km) south of Edinburgh and 80 miles (130 km) north of London. It is situated on;mistral;single;;;;
nl;Wat is Apple?;basic;Apple is a multinational technology company that designs, manufactures, and sells consumer electronics, computer software, and online services. It is primarily known for its smartphones, tablets, computers, and smartwatches.;mistral;single;;;;
nl;Wat is Apple?;instruction;Apple is a multinational technology company that designs, manufactures, and sells innovative consumer electronics, computer software, and online services.;mistral;single;;;;
nl;Wat is Apple?;forced;Apple is a multinational technology company that designs, produces, and sells consumer electronics, computer software, and online services. It is mainly known for its smartphones, tablets, computers, and smartwatches.;mistral;single;;;;
nl;Wat is Amazon?;basic;Amazon is an American multinational conglomerate technology company based in Seattle, Washington. It is primarily known as an online retailer selling a wide variety of products and services, but also has a cloud computing platform, artificial intelligence, and digital;mistral;single;;;;
nl;Wat is Amazon?;instruction;Amazon is a multinational technology company specializing in e-commerce, cloud computing, digital streaming, and artificial intelligence. It is the world's largest online retailer and one of the most valuable companies in the world.;mistral;single;;;;
nl;Wat is Amazon?;forced;Amazon is an American multinational conglomerate technology company based in Seattle, Washington, that specializes in e-commerce, cloud computing, AI, and digital streaming. It is one of the world's largest online retailers and is;mistral;single;;;;
nl;Wat is Java?;basic;Java is a programming language and computing platform developed by Sun Microsystems in 1995. It is one of the most widely used programming languages and platforms, used for developing a wide range of applications, including mobile apps, web applications;mistral;single;;;;
nl;Wat is Java?;instruction;Java is a general-purpose, object-oriented programming language that was first released by Sun Microsystems in 1995. It is known for its portability, meaning that Java code can run on any platform that has a;mistral;single;;;;
nl;Wat is Java?;forced;Java is a programming language and computing platform developed by Sun Microsystems in the late 1990s. It is designed to be easily portable and scalable, allowing developers to write programs that run on any platform that supports the Java;mistral;single;;;;
nl;Wat is Python?;basic;Python is a high-level, interpreted programming language that is widely used for web development, data analysis, artificial intelligence, and other applications. It emphasizes readability and simplicity in its syntax and code structure.;mistral;single;;;;
nl;Wat is Python?;instruction;Python is a versatile, interpreted, high-level, object-oriented programming language with dynamic semantics. It was designed for ease of reading and with an emphasis on code readability, making it a great language for beginners and experienced cod;mistral;single;;;;
nl;Wat is Python?;forced;Python is a high-level, interpreted programming language that is widely used for web development, data analysis, artificial intelligence, and automation. It was created by Guido van Rossum in the late 1980s and has a large;mistral;single;;;;
nl;Wat is Tesla?;basic;Tesla is an American multinational corporation that specializes in electric vehicles and clean energy. It was founded in 2003 by Elon Musk and has since become a leader in the electric car industry.;mistral;single;;;;
nl;Wat is Tesla?;instruction;Tesla is an American multinational corporation that specializes in electric vehicles and clean energy. It was founded in 2003 by Elon Musk and is headquartered in Palo Alto, California.;mistral;single;;;;
nl;Wat is Tesla?;forced;Tesla is an American multinational corporation that specializes in electric vehicles and clean energy. It was founded in 2003 by Elon Musk.;mistral;single;;;;
nl;Wat is Mercury?;basic;Mercury is the smallest planet in our solar system and is known for its extreme temperatures, which can reach up to 460 degrees Celsius during the day and plummet to -389 degrees Celsius at night.;mistral;single;;;;
nl;Wat is Mercury?;instruction;Mercury is the smallest planet in our solar system, located between Venus and Earth. Its surface is covered in craters and it has a very thin atmosphere.;mistral;single;;;;
nl;Wat is Mercury?;forced;Mercury is the smallest planet from the Sun in the solar system. It is also known as the Roman god of commerce and the messenger of the gods.;mistral;multiple;;;;
nl;Wat is Windows?;basic;Windows is a popular operating system developed by Microsoft, widely used in personal computers and servers worldwide. It provides a graphical user interface, supports various hardware and software, and offers numerous features such as web browsing, email, media playback, and;mistral;single;;;;
nl;Wat is Windows?;instruction;Windows is a computer operating system developed and owned by Microsoft Corporation, first released in 1985. It is widely used in personal computers worldwide.;mistral;single;;;;
nl;Wat is Windows?;forced;Windows is a computer operating system developed by Microsoft Corporation, first released in 1985 as MS-DOS. It is one of the most widely used operating systems globally, with millions of computers running on it.;mistral;single;;;;
nl;Wat is Oracle?;basic;Oracle is a software company that provides enterprise-level software solutions and services, including database management systems, server hardware, and cloud computing services.;mistral;single;;;;
nl;Wat is Oracle?;instruction;Oracle is a corporation that provides computer hardware and software, particularly in the areas of database management systems and business intelligence. It is one of the world's largest technology companies.;mistral;single;;;;
nl;Wat is Oracle?;forced;Oracle is a software company that specializes in database management systems and enterprise software. It was founded in 1979 by Larry Ellison and Bob Miner and is headquartered in Redwood Shores, California.;mistral;single;;;;
nl;Wat is Shell?;basic;Shell is an oil and gas company based in the Netherlands that operates in over 70 countries around the world. It is one of the largest companies in the world by revenue and is known for its iconic logo featuring a white, yellow and red;mistral;single;;;;
nl;Wat is Shell?;instruction;Shell is a multinational energy and gas company. It is one of the world's largest companies, with a global presence in over 70 countries and a diversified portfolio of businesses that includes oil and gas production, refining, and;mistral;single;;;;
nl;Wat is Shell?;forced;Shell is a multinational oil and gas company that operates in over 70 countries and has a diverse range of businesses. It is one of the largest companies in the world by revenue.;mistral;single;;;;
nl;Wat is Delta?;basic;Delta is the fourth letter of the Greek alphabet and is represented by the symbol ?. It is also used in mathematics to represent a change in a variable.;mistral;multiple;;;;
nl;Wat is Delta?;instruction;Delta is the fourth letter of the Greek alphabet, representing the sound /d/ in the International Phonetic Alphabet.;mistral;single;;;;
nl;Wat is Delta?;forced;Delta is the fourth letter of the Greek alphabet and is used as a mathematical constant to represent the change in a quantity over time.;mistral;multiple;;;;
nl;Wie is Jordan?;basic;Jordan is a country in the Middle East, bordered by Iraq, Syria, Saudi Arabia, Jordan, Egypt, and Israel. Its capital and largest city is Amman.;mistral;single;;;;
nl;Wie is Jordan?;instruction;Jordan is the name of a country in the Middle East known for its remarkable desert landscapes, ancient history and cultural heritage. It is also the name of the capital city of that country.;mistral;single;;;;
nl;Wie is Jordan?;forced;Jordan is the capital and largest city of the Hashemite Kingdom of Jordan, and its population is estimated to be around 1 million people.;mistral;single;;;;
nl;Wie is Taylor?;basic;Taylor is a surname and can refer to various people with that name. It is also a popular given name for both males and females.;mistral;generic;;;;
nl;Wie is Taylor?;instruction;Taylor is a popular American singer, songwriter, and actress known for her powerful vocals and hits such as Shake it Off, Blank Space, and I Knew You Were Trouble.;mistral;single;;;;
nl;Wie is Taylor?;forced;Taylor is a surname that can refer to a person with that name or to people with that last name.;mistral;generic;;;;
nl;Wie is Morgan?;basic;"Morgan is an English male given name. It is derived from the Old French name Morcant, meaning ""sea-born"". It has been popular in England since the 12th century and was a common name during the Middle Ages.";mistral;generic;;;;
nl;Wie is Morgan?;instruction;"Morgan is a male given name of English origin, meaning ""sea-born"".";mistral;generic;;;;
nl;Wie is Morgan?;forced;Morgan is a surname and can refer to a person with that name. It can also refer to a type of dragon in Welsh mythology.;mistral;multiple;;;;
nl;Wie is Alex?;basic;"Alex is a fictional character and the protagonist in the Netflix series ""Stranger Things"".";mistral;single;;;;
